Ward,Primary Type,Count
7,OFFENSE INVOLVING CHILDREN  ,1932
7,OTHER NARCOTIC VIOLATION    ,3
7,OTHER OFFENSE       ,13754
7,PROSTITUTION        ,1188
7,PUBLIC INDECENCY    ,4
7,PUBLIC PEACE VIOLATION      ,1055
7,RITUALISM   ,1
7,ROBBERY     ,6981
7,SEX OFFENSE ,600
7,STALKING    ,107
7,THEFT       ,26397
7,WEAPONS VIOLATION   ,2929
8,ARSON       ,304
8,ASSAULT     ,14874
8,BATTERY     ,39560
8,BURGLARY    ,12816
8,CONCEALED CARRY LICENSE VIOLATION   ,21
8,CRIM SEXUAL ASSAULT ,861
8,CRIMINAL DAMAGE     ,22186
8,CRIMINAL SEXUAL ASSAULT     ,115
8,CRIMINAL TRESPASS   ,3865
8,DECEPTIVE PRACTICE  ,6809
8,GAMBLING    ,322
8,HOMICIDE    ,424
8,HUMAN TRAFFICKING   ,2
8,INTERFERENCE WITH PUBLIC OFFICER    ,466
8,INTIMIDATION        ,89
8,KIDNAPPING  ,194
8,LIQUOR LAW VIOLATION        ,187
8,MOTOR VEHICLE THEFT ,9841
8,NARCOTICS   ,14126
8,NON-CRIMINAL        ,1
8,OBSCENITY   ,17
8,OFFENSE INVOLVING CHILDREN  ,1697
8,OTHER OFFENSE       ,13419
8,PROSTITUTION        ,229
8,PUBLIC INDECENCY    ,5
8,PUBLIC PEACE VIOLATION      ,1282
8,RITUALISM   ,3
8,ROBBERY     ,8901
8,SEX OFFENSE ,554
8,STALKING    ,155
8,THEFT       ,30661
8,WEAPONS VIOLATION   ,3270
9,ARSON       ,359
9,ASSAULT     ,14892
9,BATTERY     ,39526
9,BURGLARY    ,10277
9,CONCEALED CARRY LICENSE VIOLATION   ,25
9,CRIM SEXUAL ASSAULT ,786
9,CRIMINAL DAMAGE     ,22199
9,CRIMINAL SEXUAL ASSAULT     ,92
9,CRIMINAL TRESPASS   ,4396
9,DECEPTIVE PRACTICE  ,5093
9,GAMBLING    ,304
9,HOMICIDE    ,451
9,HUMAN TRAFFICKING   ,3
9,INTERFERENCE WITH PUBLIC OFFICER    ,675
9,INTIMIDATION        ,139
9,KIDNAPPING  ,209
9,LIQUOR LAW VIOLATION        ,134
9,MOTOR VEHICLE THEFT ,7673
9,NARCOTICS   ,15303
9,NON - CRIMINAL      ,2
9,NON-CRIMINAL        ,2
9,NON-CRIMINAL (SUBJECT SPECIFIED)    ,1
9,OBSCENITY   ,18
9,OFFENSE INVOLVING CHILDREN  ,1824
9,OTHER NARCOTIC VIOLATION    ,2
9,OTHER OFFENSE       ,12603
9,PROSTITUTION        ,1871
9,PUBLIC INDECENCY    ,3
9,PUBLIC PEACE VIOLATION      ,932
9,RITUALISM   ,1
9,ROBBERY     ,6689
9,SEX OFFENSE ,607
9,STALKING    ,126
9,THEFT       ,24881
9,WEAPONS VIOLATION   ,3757
